# V18 4000句训练数据 (自动生成)
# 格式: 编号 | 词:角色 词:角色 ...

330|万物:subj 学科:verb 民主:obj
3310|人生:subj 开支:verb 家具:obj
3311|后人:subj 开国:verb 屋子:obj
3312|选手:subj 开始:verb 黑人:obj
3313|道人:subj 喝酒:verb 物体:obj
3314|土家:subj 关注:verb 流体:obj
3315|打工:subj 走来:verb 馒头:obj
3316|院长:subj 听说:verb 黄家:obj
3317|骨头:subj 说完:verb 区长:obj
3318|拳头:subj 听见:verb 出生:obj
3319|延长:subj 学院:verb 科长:obj
331|叩头:subj 学派:verb 桌子:obj
3320|集体:subj 说道:verb 文人:obj
3321|具体:subj 开通:verb 龙头:obj
3322|媒体:subj 拿到:verb 购物:obj
3323|市长:subj 看出:verb 植物:obj
3324|拳头:subj 走来:verb 司机:obj
3325|笔者:subj 写道:verb 组长:obj
3326|万家:subj 学派:verb 京师:obj
3327|士兵:subj 关于:verb 学员:obj
3328|乐器:subj 开始:verb 家具:obj
3329|仆人:subj 推进:verb 后人:obj
332|人员:subj 开国:verb 老人:obj
3330|令人:subj 打破:verb 成长:obj
3331|会长:subj 写成:verb 躯体:obj
3332|或者:subj 打出:verb 成员:obj
3333|游客:subj 听说:verb 拳头:obj
3334|立体:subj 开出:verb 别人:obj
3335|擅长:subj 走私:verb 先生:obj
3336|两家:subj 打开:verb 黑人:obj
3337|暗器:subj 学生:verb 擅长:obj
3338|旁人:subj 打量:verb 居民:obj
3339|打工:subj 推出:verb 医生:obj
333|富人:subj 拿到:verb 人家:obj
3340|人体:subj 开出:verb 船长:obj
3341|多家:subj 开会:verb 朋友:obj
3342|女子:subj 开口:verb 敌人:obj
3343|无人:subj 吃饭:verb 漫长:obj
3344|军人:subj 关联:verb 妹子:obj
3345|个性:subj 推广:verb 病人:obj
3346|居民:subj 听取:verb 玩具:obj
3347|律师:subj 学习:verb 石头:obj
3348|人生:subj 推广:verb 男子:obj
3349|员工:subj 说出:verb 处长:obj
334|帽子:subj 推向:verb 后者:obj
3350|念头:subj 打听:verb 作者:obj
3351|一家:subj 打着:verb 君子:obj
3352|队长:subj 开会:verb 原子:obj
3353|家人:subj 关系:verb 门人:obj
3354|产生:subj 走向:verb 花生:obj
3355|法官:subj 开来:verb 个人:obj
3356|个性:subj 推出:verb 为主:obj
3357|长子:subj 说来:verb 总兵:obj
3358|市民:subj 关闭:verb 暗器:obj
3359|孙子:subj 听取:verb 作者:obj
335|玩具:subj 打发:verb 政体:obj
3360|我家:subj 学士:verb 罢工:obj
3361|男性:subj 说来:verb 二人:obj
3362|后者:subj 开辟:verb 木工:obj
3363|人体:subj 吃惊:verb 臣民:obj
3364|他人:subj 关注:verb 屋子:obj
3365|机体:subj 打扮:verb 老人:obj
3366|招生:subj 说话:verb 朋友:obj
3367|动物:subj 推行:verb 野生:obj
3368|诗人:subj 写道:verb 家长:obj
3369|炮兵:subj 看待:verb 老人:obj
336|好生:subj 看出:verb 狮子:obj
3370|战机:subj 走过:verb 工匠:obj
3371|银子:subj 读书:verb 律师:obj
3372|名人:subj 看作:verb 生物:obj
3373|战机:subj 拿出:verb 病人:obj
3374|仆人:subj 打开:verb 为主:obj
3375|生物:subj 拿出:verb 念头:obj
3376|属性:subj 开拓:verb 个性:obj
3377|官家:subj 写道:verb 万家:obj
3378|媒体:subj 走出:verb 叩头:obj
3379|二人:subj 开设:verb 人体:obj
337|顺手:subj 说法:verb 磕头:obj
3380|局长:subj 打工:verb 文物:obj
3381|椅子:subj 打扮:verb 舌头:obj
3382|人人:subj 开国:verb 君子:obj
3383|动手:subj 说话:verb 人性:obj
3384|我家:subj 推送:verb 军民:obj
3385|晶体:subj 走过:verb 增长:obj
3386|船长:subj 打发:verb 男子:obj
3387|人物:subj 打出:verb 躯体:obj
3388|电器:subj 学派:verb 国家:obj
3389|富人:subj 推广:verb 战机:obj
338|玩具:subj 学说:verb 狮子:obj
3390|骑兵:subj 学位:verb 死者:obj
3391|一体:subj 开通:verb 影子:obj
3392|家人:subj 推翻:verb 胆子:obj
3393|具体:subj 学科:verb 整体:obj
3394|寡头:subj 打听:verb 帽子:obj
3395|陌生:subj 开国:verb 公主:obj
3396|孙子:subj 打败:verb 官家:obj
3397|院长:subj 推行:verb 最长:obj
3398|乘机:subj 关注:verb 发生:obj
3399|随手:subj 喝酒:verb 臣民:obj
339|胆子:subj 走上:verb 网友:obj
33|省长:subj 学者:verb 科长:obj
3400|打工:subj 推行:verb 黑人:obj
3401|人家:subj 打断:verb 丫头:obj
3402|厂长:subj 听取:verb 危机:obj
3403|矿物:subj 走向:verb 宦官:obj
3404|孩子:subj 开通:verb 农民:obj
3405|动物:subj 学费:verb 我家:obj
3406|天子:subj 听说:verb 弹性:obj
3407|拱手:subj 关节:verb 儿子:obj
3408|旁人:subj 喝酒:verb 丫头:obj
3409|习性:subj 推动:verb 官家:obj
340|寡头:subj 学派:verb 圈子:obj
3410|施工:subj 学问:verb 肠子:obj
3411|陌生:subj 学会:verb 一家:obj
3412|购物:subj 学府:verb 国师:obj
3413|脖子:subj 写道:verb 右手:obj
3414|杀人:subj 走上:verb 孩子:obj
3415|汉子:subj 写下:verb 敌人:obj
3416|君子:subj 关心:verb 首长:obj
3417|人生:subj 开设:verb 龙头:obj
3418|样子:subj 推广:verb 士兵:obj
3419|兵器:subj 拿下:verb 员工:obj
341|乘机:subj 开出:verb 皇家:obj
3420|例子:subj 关心:verb 游客:obj
3421|男性:subj 开出:verb 银子:obj
3422|村子:subj 学术:verb 教主:obj
3423|道具:subj 打算:verb 增长:obj
3424|患者:subj 打破:verb 孔子:obj
3425|眉头:subj 打量:verb 工具:obj
3426|狮子:subj 打死:verb 动员:obj
3427|木工:subj 开设:verb 道具:obj
3428|丫头:subj 打发:verb 僧人:obj
3429|液体:subj 走近:verb 胖子:obj
342|每人:subj 学历:verb 名人:obj
3430|画家:subj 打工:verb 人生:obj
3431|植物:subj 关联:verb 私人:obj
3432|工人:subj 看到:verb 众人:obj
3433|肚子:subj 学科:verb 母亲:obj
3434|朋友:subj 推送:verb 人性:obj
3435|身体:subj 说出:verb 随机:obj
3436|分工:subj 学府:verb 夫人:obj
3437|人员:subj 开门:verb 旁人:obj
3438|众人:subj 写道:verb 天子:obj
3439|演员:subj 推动:verb 特性:obj
343|刊物:subj 听说:verb 人民:obj
3440|顾客:subj 说来:verb 党员:obj
3441|主体:subj 打断:verb 在家:obj
3442|万物:subj 学说:verb 仆人:obj
3443|军官:subj 打出:verb 华人:obj
3444|帮主:subj 写下:verb 柱子:obj
3445|延长:subj 开辟:verb 院长:obj
3446|一生:subj 打出:verb 肩头:obj
3447|移民:subj 关系:verb 随手:obj
3448|慢性:subj 看法:verb 先生:obj
3449|读者:subj 打听:verb 演员:obj
344|他人:subj 看着:verb 低头:obj
3450|念头:subj 打破:verb 球员:obj
3451|影子:subj 打破:verb 索性:obj
3452|朋友:subj 学术:verb 师长:obj
3453|军师:subj 听取:verb 或者:obj
3454|架子:subj 学派:verb 分工:obj
3455|陶器:subj 推进:verb 口子:obj
3456|转头:subj 喝道:verb 一头:obj
3457|司长:subj 说来:verb 船长:obj
3458|面子:subj 学历:verb 动物:obj
3459|无人:subj 学府:verb 两家:obj
345|食物:subj 开拓:verb 成员:obj
3460|外长:subj 开发:verb 生长:obj
3461|财物:subj 开工:verb 员工:obj
3462|院子:subj 学科:verb 主人:obj
3463|本性:subj 把握:verb 旁人:obj
3464|私人:subj 开辟:verb 教主:obj
3465|二人:subj 走近:verb 媒体:obj
3466|他人:subj 拿下:verb 病人:obj
3467|陌生:subj 开封:verb 大人:obj
3468|气体:subj 听见:verb 朋友:obj
3469|家具:subj 关于:verb 专家:obj
346|旁人:subj 吃惊:verb 仪器:obj
3470|着手:subj 写道:verb 教主:obj
3471|后人:subj 打击:verb 地主:obj
3472|胡子:subj 说来:verb 职工:obj
3473|磕头:subj 开辟:verb 官员:obj
3474|招生:subj 学术:verb 出兵:obj
3475|抬头:subj 开设:verb 挥手:obj
3476|会员:subj 推出:verb 木工:obj
3477|出手:subj 走来:verb 女性:obj
3478|商人:subj 开门:verb 世人:obj
3479|师长:subj 说起:verb 法官:obj
347|嫂子:subj 听见:verb 帽子:obj
3480|矿物:subj 说完:verb 长官:obj
3481|军民:subj 学说:verb 官家:obj
3482|古人:subj 吃饭:verb 一手:obj
3483|媒体:subj 开辟:verb 党员:obj
3484|回家:subj 读者:verb 古人:obj
3485|清兵:subj 学派:verb 肚子:obj
3486|国民:subj 听听:verb 厂长:obj
3487|公民:subj 听听:verb 施工:obj
3488|二人:subj 说明:verb 固体:obj
3489|孩子:subj 写成:verb 各人:obj
348|地主:subj 开采:verb 选民:obj
3490|舌头:subj 打破:verb 漫长:obj
3491|黑人:subj 打败:verb 加工:obj
3492|国师:subj 听取:verb 华人:obj
3493|脖子:subj 推开:verb 眉头:obj
3494|矿物:subj 走私:verb 所长:obj
3495|考生:subj 学派:verb 固体:obj
3496|出兵:subj 听说:verb 令人:obj
3497|自家:subj 学派:verb 二人:obj
3498|主体:subj 走进:verb 架子:obj
3499|作者:subj 喝道:verb 食物:obj
349|职工:subj 把握:verb 野生:obj
34|为主:subj 打工:verb 晶体:obj
3500|人人:subj 听听:verb 脑子:obj
3501|种子:subj 走上:verb 立体:obj
3502|总体:subj 打死:verb 乐器:obj
3503|老头:subj 开来:verb 万物:obj
3504|无人:subj 开门:verb 天体:obj
3505|一头:subj 听见:verb 媒体:obj
3506|记者:subj 说起:verb 王家:obj
3507|男性:subj 拿下:verb 娘子:obj
3508|农民:subj 看法:verb 老子:obj
3509|发生:subj 抓住:verb 两家:obj
350|帮主:subj 说道:verb 舌头:obj
3510|文人:subj 走向:verb 二人:obj
3511|前者:subj 开工:verb 器官:obj
3512|军民:subj 学校:verb 成员:obj
3513|生物:subj 说法:verb 游客:obj
3514|乐器:subj 喝道:verb 罢工:obj
3515|旅客:subj 看来:verb 省长:obj
3516|随手:subj 拿下:verb 司长:obj
3517|我家:subj 开发:verb 选民:obj
3518|公主:subj 开工:verb 外长:obj
3519|小人:subj 跳槽:verb 民主:obj
351|野生:subj 吃惊:verb 汉人:obj
3520|下手:subj 打败:verb 团子:obj
3521|委员:subj 走进:verb 莲子:obj
3522|庭长:subj 开采:verb 小人:obj
3523|房子:subj 走上:verb 身体:obj
3524|市长:subj 读书:verb 毒性:obj
3525|脑子:subj 写成:verb 椅子:obj
3526|团长:subj 开设:verb 磕头:obj
3527|学生:subj 喝酒:verb 架子:obj
3528|兵器:subj 开工:verb 清兵:obj
3529|一体:subj 抓住:verb 二人:obj
352|丫头:subj 喝酒:verb 例子:obj
3530|家具:subj 开工:verb 事物:obj
3531|高手:subj 开会:verb 生长:obj
3532|机体:subj 看看:verb 清兵:obj
3533|为主:subj 学科:verb 总长:obj
3534|行者:subj 看法:verb 汉人:obj
3535|众人:subj 打出:verb 飞机:obj
3536|摇头:subj 开会:verb 团长:obj
3537|骨头:subj 开国:verb 读者:obj
3538|长官:subj 吃惊:verb 出生:obj
3539|君主:subj 学科:verb 道具:obj
353|胖子:subj 学位:verb 嗓子:obj
3540|机器:subj 拿下:verb 电子:obj
3541|病人:subj 开发:verb 石头:obj
3542|亲兵:subj 走上:verb 成长:obj
3543|拱手:subj 打算:verb 官家:obj
3544|新生:subj 打着:verb 君子:obj
3545|肚子:subj 开国:verb 个人:obj
3546|此人:subj 喝道:verb 公民:obj
3547|顾客:subj 看看:verb 居民:obj
3548|骨头:subj 看见:verb 长官:obj
3549|莲子:subj 打败:verb 司机:obj
354|肠子:subj 拿到:verb 亲人:obj
3550|丫头:subj 打听:verb 夫人:obj
3551|施工:subj 走出:verb 军官:obj
3552|政体:subj 推开:verb 穷人:obj
3553|本人:subj 开辟:verb 众人:obj
3554|古人:subj 打着:verb 全家:obj
3555|小子:subj 开采:verb 产物:obj
3556|整体:subj 抓住:verb 高手:obj
3557|双手:subj 开始:verb 妻子:obj
3558|屋子:subj 打量:verb 前者:obj
3559|杀人:subj 打断:verb 员工:obj
355|身体:subj 学说:verb 女子:obj
3560|生长:subj 走路:verb 后人:obj
3561|狮子:subj 打仗:verb 村子:obj
3562|人人:subj 学说:verb 个人:obj
3563|妻子:subj 说法:verb 妇人:obj
3564|客人:subj 走廊:verb 惊人:obj
3565|镇长:subj 开采:verb 军长:obj
3566|网友:subj 学生:verb 儒家:obj
3567|慢性:subj 学员:verb 议员:obj
3568|专家:subj 看来:verb 公主:obj
3569|民兵:subj 说道:verb 男性:obj
356|人家:subj 打出:verb 学生:obj
3570|罢工:subj 开国:verb 公子:obj
3571|门人:subj 学派:verb 家人:obj
3572|机体:subj 学校:verb 省长:obj
3573|加工:subj 看看:verb 殖民:obj
3574|病人:subj 看作:verb 男性:obj
3575|老人:subj 开封:verb 教主:obj
3576|脖子:subj 打听:verb 大家:obj
3577|大人:subj 打破:verb 一家:obj
3578|帮主:subj 学派:verb 龙头:obj
3579|小人:subj 学院:verb 柱子:obj
357|万家:subj 读者:verb 天子:obj
3580|顾客:subj 关于:verb 人工:obj
3581|客人:subj 拿来:verb 演员:obj
3582|生长:subj 关心:verb 团子:obj
3583|老者:subj 推进:verb 亲人:obj
3584|打工:subj 看来:verb 物体:obj
3585|脑子:subj 关系:verb 孔子:obj
3586|野生:subj 打断:verb 市民:obj
3587|他人:subj 开放:verb 大体:obj
3588|女子:subj 看见:verb 清兵:obj
3589|老者:subj 看来:verb 移民:obj
358|仆人:subj 听取:verb 君子:obj
3590|本性:subj 打击:verb 顾客:obj
3591|武器:subj 推出:verb 队长:obj
3592|挥手:subj 写成:verb 县长:obj
3593|全家:subj 看来:verb 委员:obj
3594|液体:subj 学费:verb 日子:obj
3595|这家:subj 学位:verb 开工:obj
3596|随机:subj 说法:verb 村民:obj
3597|身体:subj 学院:verb 作者:obj
3598|晶体:subj 看着:verb 动机:obj
3599|物体:subj 读书:verb 作家:obj
359|学者:subj 学习:verb 晶体:obj
35|选手:subj 开创:verb 战机:obj
3600|委员:subj 走上:verb 对手:obj
3601|旅客:subj 拿到:verb 习性:obj
3602|银子:subj 推送:verb 朋友:obj
3603|令人:subj 看着:verb 大师:obj
3604|小人:subj 学士:verb 心头:obj
3605|团体:subj 看法:verb 嗓子:obj
3606|人民:subj 开国:verb 会员:obj
3607|胆子:subj 推广:verb 总长:obj
3608|司机:subj 看来:verb 汉子:obj
3609|馒头:subj 写成:verb 公子:obj
360|弹性:subj 拿到:verb 娘子:obj
3610|个性:subj 写作:verb 臣民:obj
3611|人人:subj 说来:verb 晶体:obj
3612|码头:subj 打破:verb 黑人:obj
3613|两者:subj 打发:verb 组长:obj
3614|村民:subj 开会:verb 老者:obj
3615|陌生:subj 看来:verb 人工:obj
3616|拱手:subj 推开:verb 患者:obj
3617|口子:subj 走出:verb 京师:obj
3618|媒体:subj 学士:verb 演员:obj
3619|群体:subj 说明:verb 开工:obj
361|会员:subj 打听:verb 属性:obj
3620|身子:subj 打着:verb 眉头:obj
3621|作者:subj 走上:verb 挥手:obj
3622|镇长:subj 看到:verb 使者:obj
3623|君主:subj 学校:verb 学生:obj
3624|患者:subj 写作:verb 国民:obj
3625|用人:subj 开发:verb 增长:obj
3626|庭长:subj 关于:verb 选手:obj
3627|弟子:subj 关系:verb 延长:obj
3628|地主:subj 喝酒:verb 男性:obj
3629|丫头:subj 拿出:verb 集体:obj
362|人性:subj 学术:verb 弹性:obj
3630|集体:subj 说出:verb 步兵:obj
3631|先生:subj 开封:verb 集体:obj
3632|在家:subj 关联:verb 骨头:obj
3633|员工:subj 走出:verb 选民:obj
3634|顾客:subj 开支:verb 柱子:obj
3635|主体:subj 学生:verb 卫生:obj
3636|政体:subj 走近:verb 双手:obj
3637|尸体:subj 学说:verb 左手:obj
3638|院子:subj 说话:verb 国家:obj
3639|妇人:subj 看过:verb 教师:obj
363|产物:subj 打扮:verb 局长:obj
3640|全长:subj 看作:verb 国民:obj
3641|老师:subj 说话:verb 右手:obj
3642|延长:subj 开国:verb 画家:obj
3643|财物:subj 看出:verb 居民:obj
3644|军师:subj 说出:verb 组长:obj
3645|毒性:subj 学术:verb 脑子:obj
3646|产生:subj 看待:verb 市长:obj
3647|华人:subj 学士:verb 工具:obj
3648|前者:subj 把握:verb 军人:obj
3649|律师:subj 看看:verb 分子:obj
364|作者:subj 学府:verb 或者:obj
3650|帽子:subj 打破:verb 外长:obj
3651|他家:subj 学历:verb 犯人:obj
3652|球员:subj 学员:verb 国民:obj
3653|民兵:subj 开出:verb 军师:obj
3654|实物:subj 开放:verb 石头:obj
3655|孩子:subj 打发:verb 君主:obj
3656|具体:subj 学会:verb 全体:obj
3657|地主:subj 打着:verb 分工:obj
3658|万物:subj 说来:verb 产生:obj
3659|理性:subj 打倒:verb 好生:obj
365|团长:subj 打出:verb 种子:obj
3660|龙头:subj 开采:verb 暗器:obj
3661|村子:subj 开辟:verb 处长:obj
3662|左手:subj 学会:verb 兵器:obj
3663|移民:subj 学位:verb 画家:obj
3664|擅长:subj 走来:verb 影子:obj
3665|势头:subj 说出:verb 妹子:obj
3666|银子:subj 走向:verb 念头:obj
3667|分子:subj 看来:verb 犯人:obj
3668|各人:subj 开始:verb 卫生:obj
3669|会长:subj 走过:verb 人人:obj
366|太子:subj 关键:verb 富人:obj
3670|省长:subj 打败:verb 司长:obj
3671|首长:subj 走上:verb 出兵:obj
3672|椅子:subj 喝酒:verb 部长:obj
3673|慢性:subj 学位:verb 理性:obj
3674|额头:subj 学习:verb 委员:obj
3675|全长:subj 学员:verb 儒家:obj
3676|礼物:subj 开设:verb 华人:obj
3677|杀人:subj 拿出:verb 使者:obj
3678|议员:subj 走上:verb 人员:obj
3679|心头:subj 学术:verb 司机:obj
367|例子:subj 拿出:verb 汉子:obj
3680|人体:subj 学习:verb 县长:obj
3681|娘子:subj 关联:verb 汉子:obj
3682|肚子:subj 说完:verb 处长:obj
3683|君子:subj 推进:verb 司机:obj
3684|会长:subj 关节:verb 家人:obj
3685|一家:subj 走过:verb 商人:obj
3686|国民:subj 打工:verb 一体:obj
3687|原子:subj 开展:verb 道人:obj
3688|小子:subj 关节:verb 军人:obj
3689|京师:subj 学习:verb 亲兵:obj
368|教师:subj 推动:verb 敌人:obj
3690|此人:subj 学费:verb 国民:obj
3691|院长:subj 读书:verb 战友:obj
3692|农民:subj 开辟:verb 行人:obj
3693|村子:subj 推送:verb 固体:obj
3694|画家:subj 拿来:verb 分子:obj
3695|工具:subj 推出:verb 特性:obj
3696|飞机:subj 打断:verb 顾客:obj
3697|机体:subj 关闭:verb 考生:obj
3698|舌头:subj 关系:verb 作者:obj
3699|二人:subj 开放:verb 伸手:obj
369|骨头:subj 学派:verb 礼物:obj
36|律师:subj 开门:verb 动手:obj
3700|玩具:subj 打破:verb 团子:obj
3701|为主:subj 开国:verb 随机:obj
3702|会员:subj 说道:verb 民兵:obj
3703|会员:subj 把握:verb 叩头:obj
3704|加工:subj 走上:verb 国民:obj
3705|战机:subj 学习:verb 小子:obj
3706|机体:subj 推动:verb 万物:obj
3707|流体:subj 关键:verb 生物:obj
3708|危机:subj 听到:verb 着手:obj
3709|有人:subj 开辟:verb 物体:obj
370|本人:subj 走出:verb 慢性:obj
3710|顺手:subj 推开:verb 后人:obj
3711|样子:subj 打算:verb 出生:obj
3712|惊人:subj 打扮:verb 记者:obj
3713|夫人:subj 推出:verb 外长:obj
3714|县长:subj 写道:verb 病人:obj
3715|自主:subj 关闭:verb 人民:obj
3716|队长:subj 学位:verb 文人:obj
3717|叶子:subj 开拓:verb 媒体:obj
3718|脑子:subj 说出:verb 孙子:obj
3719|官家:subj 开创:verb 双手:obj
371|会员:subj 打仗:verb 民兵:obj
3720|出手:subj 走来:verb 机器:obj
3721|武器:subj 走向:verb 记者:obj
3722|女人:subj 说话:verb 本性:obj
3723|组长:subj 看着:verb 无人:obj
3724|日子:subj 看法:verb 椅子:obj
3725|法官:subj 走向:verb 身子:obj
3726|站长:subj 推出:verb 母亲:obj
3727|脖子:subj 关注:verb 地主:obj
3728|招生:subj 开采:verb 院子:obj
3729|团子:subj 关联:verb 武器:obj
372|自主:subj 开放:verb 矿物:obj
3730|战友:subj 拉开:verb 离子:obj
3731|州长:subj 说起:verb 土家:obj
3732|家长:subj 开始:verb 动员:obj
3733|左手:subj 学位:verb 摇头:obj
3734|大人:subj 打出:verb 椅子:obj
3735|乐器:subj 吃惊:verb 二者:obj
3736|弟子:subj 开放:verb 士兵:obj
3737|处长:subj 开出:verb 气体:obj
3738|村民:subj 听取:verb 见长:obj
3739|鼻子:subj 推开:verb 气体:obj
373|司长:subj 开创:verb 孩子:obj
3740|军人:subj 看待:verb 多家:obj
3741|战机:subj 写成:verb 眉头:obj
3742|主人:subj 打出:verb 省长:obj
3743|局长:subj 拉开:verb 法官:obj
3744|野生:subj 开会:verb 作者:obj
3745|此人:subj 关系:verb 公子:obj
3746|人人:subj 关于:verb 最长:obj
3747|父亲:subj 关心:verb 军民:obj
3748|军师:subj 写道:verb 员工:obj
3749|磕头:subj 看过:verb 两者:obj
374|华人:subj 学说:verb 孙子:obj
3750|朋友:subj 开采:verb 自主:obj
3751|移民:subj 学校:verb 老者:obj
3752|陌生:subj 学校:verb 军师:obj
3753|高手:subj 说出:verb 妻子:obj
3754|步兵:subj 学校:verb 出生:obj
3755|流体:subj 写道:verb 富人:obj
3756|门人:subj 走来:verb 产生:obj
3757|省长:subj 说话:verb 理性:obj
3758|死者:subj 开展:verb 万物:obj
3759|具体:subj 走出:verb 省长:obj
375|心头:subj 学员:verb 群体:obj
3760|女子:subj 看出:verb 念头:obj
3761|小子:subj 学会:verb 儿子:obj
3762|教师:subj 开会:verb 民兵:obj
3763|农民:subj 说话:verb 个人:obj
3764|卫生:subj 打断:verb 成长:obj
3765|药物:subj 走进:verb 摇头:obj
3766|馒头:subj 学者:verb 娘子:obj
3767|筷子:subj 学府:verb 学员:obj
3768|旁人:subj 说法:verb 机器:obj
3769|门人:subj 喝道:verb 顺手:obj
376|犯人:subj 开通:verb 街头:obj
3770|动员:subj 推行:verb 汉子:obj
3771|人员:subj 看见:verb 队长:obj
3772|身子:subj 打击:verb 一体:obj
3773|乘机:subj 推动:verb 两家:obj
3774|古人:subj 走路:verb 商人:obj
3775|全民:subj 说出:verb 组长:obj
3776|娘子:subj 看出:verb 孙子:obj
3777|军官:subj 开会:verb 顾客:obj
3778|医生:subj 看成:verb 地主:obj
3779|陌生:subj 关心:verb 各人:obj
377|转头:subj 开门:verb 各人:obj
3780|长官:subj 抓住:verb 飞机:obj
3781|富人:subj 推广:verb 穷人:obj
3782|桌子:subj 说出:verb 儿子:obj
3783|村子:subj 关于:verb 老人:obj
3784|分工:subj 学府:verb 妻子:obj
3785|晶体:subj 看待:verb 叶子:obj
3786|面子:subj 推动:verb 或者:obj
3787|实物:subj 拉开:verb 教师:obj
3788|站长:subj 喝酒:verb 专家:obj
3789|团子:subj 吃惊:verb 士兵:obj
378|黑人:subj 开会:verb 身体:obj
3790|私人:subj 学派:verb 矿物:obj
3791|犯人:subj 推行:verb 天体:obj
3792|仆人:subj 喝酒:verb 分工:obj
3793|胆子:subj 走来:verb 面子:obj
3794|君子:subj 开出:verb 弹性:obj
3795|在家:subj 打发:verb 好生:obj
3796|物体:subj 推行:verb 乘机:obj
3797|房子:subj 说道:verb 女性:obj
3798|拱手:subj 关注:verb 尸体:obj
3799|银子:subj 拉开:verb 狮子:obj
379|球员:subj 听说:verb 动员:obj
37|个性:subj 喝酒:verb 华人:obj
3800|机体:subj 看法:verb 前者:obj
3801|群体:subj 跳槽:verb 好生:obj
3802|笔者:subj 开会:verb 鼻子:obj
3803|门人:subj 学费:verb 低头:obj
3804|委员:subj 看待:verb 院长:obj
3805|事物:subj 拿来:verb 法官:obj
3806|嗓子:subj 写作:verb 先生:obj
3807|着手:subj 走上:verb 小人:obj
3808|各人:subj 走过:verb 刊物:obj
3809|回家:subj 读者:verb 动员:obj
380|点头:subj 学院:verb 回头:obj
3810|老头:subj 拿出:verb 使者:obj
3811|各家:subj 学府:verb 步兵:obj
3812|理性:subj 学会:verb 居民:obj
3813|万物:subj 关系:verb 道具:obj
3814|人家:subj 打量:verb 食物:obj
3815|念头:subj 说明:verb 山头:obj
3816|气体:subj 学派:verb 筷子:obj
3817|无人:subj 看成:verb 工具:obj
3818|师长:subj 拿来:verb 山头:obj
3819|官员:subj 走近:verb 王家:obj
381|嗓子:subj 开设:verb 丫头:obj
3820|僧人:subj 看待:verb 委员:obj
3821|本人:subj 读书:verb 食物:obj
3822|客人:subj 开采:verb 省长:obj
3823|孙子:subj 走私:verb 低头:obj
3824|院长:subj 开辟:verb 离子:obj
3825|网友:subj 打算:verb 圈子:obj
3826|人性:subj 学会:verb 小人:obj
3827|患者:subj 打出:verb 私人:obj
3828|胖子:subj 走上:verb 成员:obj
3829|口子:subj 把握:verb 用人:obj
382|多家:subj 走出:verb 桌子:obj
3830|区长:subj 拿下:verb 人人:obj
3831|道人:subj 推广:verb 士兵:obj
3832|令人:subj 喝道:verb 小子:obj
3833|最长:subj 走私:verb 皇家:obj
3834|亲人:subj 走近:verb 自家:obj
3835|孙子:subj 推出:verb 分工:obj
3836|总兵:subj 关系:verb 仆人:obj
3837|长子:subj 开国:verb 患者:obj
3838|离子:subj 打倒:verb 画家:obj
3839|胆子:subj 吃惊:verb 笔者:obj
383|飞机:subj 喝道:verb 身子:obj
3840|家具:subj 关注:verb 左手:obj
3841|老师:subj 看看:verb 总体:obj
3842|心头:subj 学派:verb 学生:obj
3843|居民:subj 学术:verb 原子:obj
3844|矿物:subj 看来:verb 拱手:obj
3845|华人:subj 拿出:verb 施工:obj
3846|父亲:subj 推向:verb 国民:obj
3847|生物:subj 走来:verb 殖民:obj
3848|这家:subj 打着:verb 一体:obj
3849|国师:subj 抓住:verb 客人:obj
384|总体:subj 看来:verb 老师:obj
3850|电子:subj 学会:verb 公主:obj
3851|犯人:subj 把握:verb 野生:obj
3852|立体:subj 开通:verb 山头:obj
3853|老人:subj 开工:verb 习性:obj
3854|人员:subj 打击:verb 娘子:obj
3855|鼻子:subj 推向:verb 华人:obj
3856|父子:subj 关闭:verb 伸手:obj
3857|胆子:subj 打扮:verb 莲子:obj
3858|世人:subj 关心:verb 陶器:obj
3859|所长:subj 拿出:verb 口子:obj
385|馒头:subj 学者:verb 总体:obj
3860|有人:subj 看法:verb 人生:obj
3861|主体:subj 学府:verb 龙头:obj
3862|回头:subj 推翻:verb 龙头:obj
3863|骑兵:subj 打着:verb 立体:obj
3864|一家:subj 打死:verb 陶器:obj
3865|事物:subj 走出:verb 孩子:obj
3866|兵器:subj 开始:verb 臣民:obj
3867|总体:subj 打量:verb 属性:obj
3868|母亲:subj 关键:verb 丫头:obj
3869|用人:subj 开辟:verb 家长:obj
386|花生:subj 说法:verb 各人:obj
3870|工人:subj 打仗:verb 省长:obj
3871|生长:subj 开口:verb 男子:obj
3872|本性:subj 学科:verb 回家:obj
3873|口子:subj 打开:verb 双手:obj
3874|双手:subj 关联:verb 罢工:obj
3875|低头:subj 开工:verb 军长:obj
3876|肚子:subj 打工:verb 司长:obj
3877|父子:subj 看着:verb 令人:obj
3878|人生:subj 打开:verb 仆人:obj
3879|步兵:subj 关心:verb 罢工:obj
387|我家:subj 学员:verb 种子:obj
3880|伸手:subj 吃饭:verb 局长:obj
3881|亲兵:subj 打开:verb 总长:obj
3882|天子:subj 看作:verb 球员:obj
3883|镇长:subj 推广:verb 妹子:obj
3884|有人:subj 开放:verb 政体:obj
3885|对手:subj 推送:verb 抬头:obj
3886|黑人:subj 学费:verb 鼻子:obj
3887|首长:subj 走近:verb 政体:obj
3888|索性:subj 看出:verb 道人:obj
3889|舌头:subj 学历:verb 全体:obj
